Event Name,Event_url,Venue Address,Venue City,Venue State,Venue Country,Latitude,Longitude,Time Zone,Date,Time
Hamilton (Touring),http://www.ticketmaster.com/hamilton-touring-seattle-washington-02-22-2018/event/0F00535AEA3F42E0,911 Pine St,Seattle,Washington,United States Of America,47.6135664,-122.3319103,America/Los_Angeles,2018-02-22,19:30:00
Detroit Red Wings vs. Los Angeles Kings,http://www.ticketmaster.com/detroit-red-wings-vs-los-angeles-detroit-michigan-11-28-2017/event/08005310FCF34E26,2645 Woodward,Detroit,Michigan,United States Of America,42.341089,-83.055434,America/New_York,2017-11-28,19:30:00
Hamilton (NY),http://www.ticketmaster.com/hamilton-ny-new-york-new-york-12-09-2017/event/0300525BF00B8E57,226 West 46th Street,New York,New York,United States Of America,40.75920382,-73.98676323,America/New_York,2017-12-09,20:00:00
Hamilton (Chicago),http://www.ticketmaster.com/hamilton-chicago-chicago-illinois-12-20-2017/event/0700524EFDD778CF,18 West Monroe,Chicago,Illinois,United States Of America,41.8806877,-87.6283837,America/Chicago,2017-12-20,19:30:00
New Jersey Devils vs. New York Rangers,http://www.ticketmaster.com/new-jersey-devils-vs-new-york-newark-new-jersey-04-03-2018/event/020052DAA4F62EC5,25 Lafayette Street,Newark,New Jersey,United States Of America,40.73340555,-74.17121214,America/New_York,2018-04-03,19:00:00
Tampa Bay Lightning V Toronto Maple Leafs,http://www.ticketmaster.com/tampa-bay-lightning-v-toronto-maple-tampa-florida-02-26-2018/event/0D0052F8D484B1EF,401 Channelside Dr,Tampa,Florida,United States Of America,27.942743,-82.451772,America/New_York,2018-02-26,19:30:00
Hamilton (Chicago),http://www.ticketmaster.com/hamilton-chicago-chicago-illinois-12-22-2017/event/0700524EFF0979CD,18 West Monroe,Chicago,Illinois,United States Of America,41.8806877,-87.6283837,America/Chicago,2017-12-22,13:30:00
Hamilton (Chicago),http://www.ticketmaster.com/hamilton-chicago-chicago-illinois-11-25-2017/event/0700524EFE637934,18 West Monroe,Chicago,Illinois,United States Of America,41.8806877,-87.6283837,America/Chicago,2017-11-25,20:00:00
Hamilton (NY),http://www.ticketmaster.com/hamilton-ny-new-york-new-york-01-03-2018/event/0300525BEE948ADD,226 West 46th Street,New York,New York,United States Of America,40.75920382,-73.98676323,America/New_York,2018-01-03,14:00:00
Boston Bruins vs. Chicago Blackhawks,http://www.ticketmaster.com/boston-bruins-vs-chicago-blackhawks-boston-massachusetts-03-10-2018/event/010052D6D7FC65C4,100 Legends Way,Boston,Massachusetts,United States Of America,42.365841,-71.060724,America/New_York,2018-03-10,13:00:00
Kenny Chesney: Trip Around the Sun Tour,http://www.ticketmaster.com/kenny-chesney-trip-around-the-sun-philadelphia-pennsylvania-06-09-2018/event/02005325B0A64818,One Lincoln Financial Way,Philadelphia,Pennsylvania,United States Of America,39.969743,-75.164767,America/New_York,2018-06-09,17:00:00
Washington Wizards vs. Chicago Bulls,http://www.ticketmaster.com/washington-wizards-vs-chicago-bulls-washington-district-of-columbia-12-31-2017/event/1500530EF9B13A7F,601 F Street NW,Washington,District Of Columbia,United States Of America,38.897412,-77.020029,America/New_York,2017-12-31,15:30:00
Kehlani,http://www.ticketmaster.com/kehlani-oakland-california-12-08-2017/event/1C0052AFAF444B89,1807 Telegraph Ave,Oakland,California,United States Of America,37.8077176,-122.2700597,America/Los_Angeles,2017-12-08,20:00:00
Anaheim Ducks vs. Ottawa Senators,http://www.ticketmaster.com/anaheim-ducks-vs-ottawa-senators-anaheim-california-12-06-2017/event/090052DD92AC2028,2695 E. Katella,Anaheim,California,United States Of America,33.80780364,-117.87653112,America/Los_Angeles,2017-12-06,19:00:00
Ed Sheeran: 2018 North American Stadium Tour,http://www.ticketmaster.com/ed-sheeran-2018-north-american-stadium-minneapolis-minnesota-10-20-2018/event/06005333DD9F4F23,401 Chicago Avenue,Minneapolis,Minnesota,United States Of America,44.973208,-93.255966,America/Chicago,2018-10-20,19:00:00
Hamilton (NY),http://www.ticketmaster.com/hamilton-ny-new-york-new-york-12-17-2017/event/0300525BF00E8EAD,226 West 46th Street,New York,New York,United States Of America,40.75920382,-73.98676323,America/New_York,2017-12-17,15:00:00
Hamilton (Chicago),http://www.ticketmaster.com/hamilton-chicago-chicago-illinois-12-15-2017/event/0700524EFCEA779D,18 West Monroe,Chicago,Illinois,United States Of America,41.8806877,-87.6283837,America/Chicago,2017-12-15,19:30:00
Oklahoma City Thunder vs. Dallas Mavericks,http://www.ticketmaster.com/oklahoma-city-thunder-vs-dallas-mavericks-oklahoma-city-oklahoma-12-31-2017/event/0C00530EE1CC3F75,100 West Reno,Oklahoma City,Oklahoma,United States Of America,35.463391,-97.514594,America/Chicago,2017-12-31,18:00:00
Hamilton (NY),http://www.ticketmaster.com/hamilton-ny-new-york-new-york-01-14-2018/event/0300525BF0828F16,226 West 46th Street,New York,New York,United States Of America,40.75920382,-73.98676323,America/New_York,2018-01-14,15:00:00
Cleveland Browns vs. Baltimore Ravens,http://www.ticketmaster.com/cleveland-browns-vs-baltimore-ravens-cleveland-ohio-12-17-2017/event/0500528A932583C8,100 Alfred Lerner Way,Cleveland,Ohio,United States Of America,41.50603554,-81.69956958,America/New_York,2017-12-17,13:00:00
Chicago Blackhawks V. Boston Bruins,http://www.ticketmaster.com/chicago-blackhawks-v-boston-bruins-chicago-illinois-03-11-2018/event/0400530A8B021E91,1901 W Madison,Chicago,Illinois,United States Of America,41.88124412,-87.67427375,America/Chicago,2018-03-11,11:30:00
Detroit Red Wings vs. Carolina Hurricanes,http://www.ticketmaster.com/detroit-red-wings-vs-carolina-hurricanes-detroit-michigan-01-20-2018/event/08005310FD2B4E9A,2645 Woodward,Detroit,Michigan,United States Of America,42.341089,-83.055434,America/New_York,2018-01-20,19:00:00
Hamilton (Touring),http://www.ticketmaster.com/hamilton-touring-san-diego-california-01-19-2018/event/0A00533D9C9123D2,3rd & B St.,San Diego,California,United States Of America,32.7177942,-117.1619999,America/Los_Angeles,2018-01-19,20:00:00
Chicago Blackhawks V. New York Islanders,http://www.ticketmaster.com/chicago-blackhawks-v-new-york-islanders-chicago-illinois-01-20-2018/event/0400530A8AF91E84,1901 W Madison,Chicago,Illinois,United States Of America,41.88124412,-87.67427375,America/Chicago,2018-01-20,19:30:00
Miami Heat vs. LA Clippers,http://www.ticketmaster.com/miami-heat-vs-la-clippers-miami-florida-12-16-2017/event/0D00530EE251C2CD,601 Biscayne Blvd,Miami,Florida,United States Of America,25.781232,-80.187805,America/New_York,2017-12-16,20:00:00
Seattle Mariners vs. Los Angeles Dodgers,http://www.ticketmaster.com/seattle-mariners-vs-los-angeles-dodgers-seattle-washington-08-19-2018/event/0F005358CDDB35BF,Mailing Address: P.O. Box 4100 ,Seattle,Washington,United States Of America,47.590333,-122.33285,America/Los_Angeles,2018-08-19,13:10:00
Boston Bruins vs. Montreal Canadiens,http://www.ticketmaster.com/boston-bruins-vs-montreal-canadiens-boston-massachusetts-01-17-2018/event/010052D6D7C6658A,100 Legends Way,Boston,Massachusetts,United States Of America,42.365841,-71.060724,America/New_York,2018-01-17,19:30:00
The Great Xscape Tour,http://www.ticketmaster.com/the-great-xscape-tour-miami-florida-12-05-2017/event/0D00534596929295,601 Biscayne Blvd,Miami,Florida,United States Of America,25.781232,-80.187805,America/New_York,2017-12-05,19:30:00
Arizona Coyotes vs. Pittsburgh Penguins,http://www.ticketmaster.com/arizona-coyotes-vs-pittsburgh-penguins-glendale-arizona-12-16-2017/event/190052EBDEDD23FE,9400 West Maryland,Glendale,Arizona,United States Of America,33.531484,-112.26167,America/Phoenix,2017-12-16,18:00:00
Brooklyn Nets v. Cleveland Cavaliers,http://www.ticketmaster.com/brooklyn-nets-v-cleveland-cavaliers-brooklyn-new-york-03-25-2018/event/0000530AC7B66FF5,620 Atlantic Ave,Brooklyn,New York,United States Of America,40.68350417,-73.97661659,America/New_York,2018-03-25,13:00:00
Hamilton (Touring),http://www.ticketmaster.com/hamilton-touring-san-diego-california-01-18-2018/event/0A00533D9C8D23CB,3rd & B St.,San Diego,California,United States Of America,32.7177942,-117.1619999,America/Los_Angeles,2018-01-18,19:30:00
Marshmello,http://www.ticketmaster.com/marshmello-san-francisco-california-01-12-2018/event/1C005334727317F0,99 Grove Street,San Francisco,California,United States Of America,37.778479,-122.417473,America/Los_Angeles,2018-01-12,20:00:00
Tim McGraw & Faith Hill Soul2Soul The World Tour 2018,http://www.ticketmaster.com/tim-mcgraw-faith-hill-soul2soul-the-sacramento-california-07-22-2018/event/1C005361FEA35A05,500 David J Stern Walk,Sacramento,California,United States Of America,38.580372,-121.500231,America/Los_Angeles,2018-07-22,19:30:00
Miami Heat vs. Cleveland Cavaliers,http://www.ticketmaster.com/miami-heat-vs-cleveland-cavaliers-miami-florida-03-27-2018/event/0D00530EE1B8C21A,601 Biscayne Blvd,Miami,Florida,United States Of America,25.781232,-80.187805,America/New_York,2018-03-27,20:00:00
Hamilton (Touring),http://www.ticketmaster.com/hamilton-touring-seattle-washington-03-16-2018/event/0F00535AEA7F4320,911 Pine St,Seattle,Washington,United States Of America,47.6135664,-122.3319103,America/Los_Angeles,2018-03-16,20:00:00
Bad Bunny,http://www.ticketmaster.com/bad-bunny-hollywood-florida-11-22-2017/event/0D005327C30A8DEC,5747 Seminole Way,Hollywood,Florida,United States Of America,26.0503384,-80.2109577,America/New_York,2017-11-22,20:00:00
Lindsey Stirling - Warmer in the Winter Christmas Tour,http://www.ticketmaster.com/lindsey-stirling-warmer-in-the-winter-st-augustine-florida-11-25-2017/event/2200531FB7A3AA1D,1340C A1A South ,St Augustine,Florida,United States Of America,29.87558221,-81.2834879,America/New_York,2017-11-25,20:00:00
A Pentatonix Christmas Tour,http://www.ticketmaster.com/a-pentatonix-christmas-tour-chicago-illinois-12-04-2017/event/07005311AA0B3D98,175 N State St,Chicago,Illinois,United States Of America,41.88537,-87.627457,America/Chicago,2017-12-04,19:00:00
Detroit Red Wings vs. Chicago Blackhawks,http://www.ticketmaster.com/detroit-red-wings-vs-chicago-blackhawks-detroit-michigan-01-25-2018/event/08005310FD354EA2,2645 Woodward,Detroit,Michigan,United States Of America,42.341089,-83.055434,America/New_York,2018-01-25,19:30:00
Hamilton (NY),http://www.ticketmaster.com/hamilton-ny-new-york-new-york-12-30-2017/event/0300525BF1F39337,226 West 46th Street,New York,New York,United States Of America,40.75920382,-73.98676323,America/New_York,2017-12-30,20:00:00
Hamilton (Touring),http://www.ticketmaster.com/hamilton-touring-seattle-washington-03-11-2018/event/0F00535AEAC1435B,911 Pine St,Seattle,Washington,United States Of America,47.6135664,-122.3319103,America/Los_Angeles,2018-03-11,13:00:00
Golden State Warriors vs. New York Knicks,http://www.ticketmaster.com/golden-state-warriors-vs-new-york-oakland-california-01-23-2018/event/1C005309C1068836,7000 Coliseum Way,Oakland,California,United States Of America,37.74691455,-122.2008533,America/Los_Angeles,2018-01-23,19:30:00
Harry Potter And The Sorcerer's Stone - In Concert,http://www.ticketmaster.com/harry-potter-and-the-sorcerers-stone-syracuse-new-york-02-24-2018/event/00005362E6D46962,362 South Salina Street,Syracuse,New York,United States Of America,43.04745359,-76.15251285,America/New_York,2018-02-24,19:30:00
Anaheim Ducks vs. Carolina Hurricanes,http://www.ticketmaster.com/anaheim-ducks-vs-carolina-hurricanes-anaheim-california-12-11-2017/event/090052DD92B4203F,2695 E. Katella,Anaheim,California,United States Of America,33.80780364,-117.87653112,America/Los_Angeles,2017-12-11,19:00:00
Hamilton (Touring),http://www.ticketmaster.com/hamilton-touring-san-diego-california-01-25-2018/event/0A00533D9CAA2411,3rd & B St.,San Diego,California,United States Of America,32.7177942,-117.1619999,America/Los_Angeles,2018-01-25,19:30:00
Bryson Tiller,http://www.ticketmaster.com/bryson-tiller-oakland-california-12-30-2017/event/1C00536DF09A5A67,1807 Telegraph Ave,Oakland,California,United States Of America,37.8077176,-122.2700597,America/Los_Angeles,2017-12-30,20:00:00
Pittsburgh Penguins vs. Washington Capitals,http://www.ticketmaster.com/pittsburgh-penguins-vs-washington-capitals-pittsburgh-pennsylvania-02-02-2018/event/160052D68B25131F,1001 Fifth Avenue,Pittsburgh,Pennsylvania,United States Of America,40.4388401,-79.9908551,America/New_York,2018-02-02,19:00:00
Hamilton (Chicago),http://www.ticketmaster.com/hamilton-chicago-chicago-illinois-01-20-2018/event/070052FD7DD12131,18 West Monroe,Chicago,Illinois,United States Of America,41.8806877,-87.6283837,America/Chicago,2018-01-20,14:00:00
Hamilton (Touring),http://www.ticketmaster.com/hamilton-touring-san-diego-california-01-06-2018/event/0A00533D9C5E2320,3rd & B St.,San Diego,California,United States Of America,32.7177942,-117.1619999,America/Los_Angeles,2018-01-06,20:00:00
Monster Jam,http://www.ticketmaster.com/monster-jam-oakland-california-02-17-2018/event/1C00530FD644982F,7000 Coliseum Way,Oakland,California,United States Of America,37.7515541,-122.200542,America/Los_Angeles,2018-02-17,19:00:00
Boston Celtics vs. LA Clippers,http://www.ticketmaster.com/boston-celtics-vs-la-clippers-boston-massachusetts-02-14-2018/event/0100530EE72D5F7E,100 Legends Way,Boston,Massachusetts,United States Of America,42.365841,-71.060724,America/New_York,2018-02-14,20:00:00
Hamilton (Touring),http://www.ticketmaster.com/hamilton-touring-san-diego-california-01-23-2018/event/0A00533D9CA023EC,3rd & B St.,San Diego,California,United States Of America,32.7177942,-117.1619999,America/Los_Angeles,2018-01-23,19:00:00
St. Louis Blues vs. Chicago Blackhawks,http://www.ticketmaster.com/st-louis-blues-vs-chicago-blackhawks-st-louis-missouri-04-04-2018/event/06005304B6A26209,1401 Clark Ave,St Louis,Missouri,United States Of America,38.626432,-90.202617,America/Chicago,2018-04-04,19:00:00
Hamilton (Chicago),http://www.ticketmaster.com/hamilton-chicago-chicago-illinois-12-16-2017/event/0700524EFE0F790C,18 West Monroe,Chicago,Illinois,United States Of America,41.8806877,-87.6283837,America/Chicago,2017-12-16,14:00:00
Hamilton (Touring),http://www.ticketmaster.com/hamilton-touring-seattle-washington-02-18-2018/event/0F00535AEACD4364,911 Pine St,Seattle,Washington,United States Of America,47.6135664,-122.3319103,America/Los_Angeles,2018-02-18,18:30:00
Hamilton (Touring),http://www.ticketmaster.com/hamilton-touring-san-diego-california-01-06-2018/event/0A00533D9C5E2320,3rd & B St.,San Diego,California,United States Of America,32.7177942,-117.1619999,America/Los_Angeles,2018-01-06,20:00:00
Monster Jam,http://www.ticketmaster.com/monster-jam-oakland-california-02-17-2018/event/1C00530FD644982F,7000 Coliseum Way,Oakland,California,United States Of America,37.7515541,-122.200542,America/Los_Angeles,2018-02-17,19:00:00
Boston Celtics vs. LA Clippers,http://www.ticketmaster.com/boston-celtics-vs-la-clippers-boston-massachusetts-02-14-2018/event/0100530EE72D5F7E,100 Legends Way,Boston,Massachusetts,United States Of America,42.365841,-71.060724,America/New_York,2018-02-14,20:00:00
Hamilton (Touring),http://www.ticketmaster.com/hamilton-touring-san-diego-california-01-23-2018/event/0A00533D9CA023EC,3rd & B St.,San Diego,California,United States Of America,32.7177942,-117.1619999,America/Los_Angeles,2018-01-23,19:00:00
St. Louis Blues vs. Chicago Blackhawks,http://www.ticketmaster.com/st-louis-blues-vs-chicago-blackhawks-st-louis-missouri-04-04-2018/event/06005304B6A26209,1401 Clark Ave,St Louis,Missouri,United States Of America,38.626432,-90.202617,America/Chicago,2018-04-04,19:00:00
Hamilton (Chicago),http://www.ticketmaster.com/hamilton-chicago-chicago-illinois-12-16-2017/event/0700524EFE0F790C,18 West Monroe,Chicago,Illinois,United States Of America,41.8806877,-87.6283837,America/Chicago,2017-12-16,14:00:00
Hamilton (Touring),http://www.ticketmaster.com/hamilton-touring-seattle-washington-02-18-2018/event/0F00535AEACD4364,911 Pine St,Seattle,Washington,United States Of America,47.6135664,-122.3319103,America/Los_Angeles,2018-02-18,18:30:00
Andrea Bocelli,http://www.ticketmaster.com/andrea-bocelli-washington-district-of-columbia-12-10-2017/event/1500525CB0974AA5,601 F Street NW,Washington,District Of Columbia,United States Of America,38.897412,-77.020029,America/New_York,2017-12-10,19:30:00
San Antonio Spurs vs. Cleveland Cavaliers,http://www.ticketmaster.com/san-antonio-spurs-vs-cleveland-cavaliers-san-antonio-texas-01-23-2018/event/3A00531DA251353D,1 AT&T Center,San Antonio,Texas,United States Of America,29.4330386,-98.4337987,America/Chicago,2018-01-23,19:00:00
Hamilton (Chicago),http://www.ticketmaster.com/hamilton-chicago-chicago-illinois-01-27-2018/event/070052FD7DD62171,18 West Monroe,Chicago,Illinois,United States Of America,41.8806877,-87.6283837,America/Chicago,2018-01-27,14:00:00
The Great Xscape Tour,http://www.ticketmaster.com/the-great-xscape-tour-new-orleans-louisiana-12-28-2017/event/1B00532D79711639,1501 Dave Dixon Drive,New Orleans,Louisiana,United States Of America,29.9489653,-90.079688,America/Chicago,2017-12-28,19:30:00
Monster Jam,http://www.ticketmaster.com/monster-jam-macon-georgia-12-01-2017/event/0E005301D40DAA5F,200 Coliseum Drive,Macon,Georgia,United States Of America,32.844512,-83.617437,America/New_York,2017-12-01,19:00:00
Detroit Pistons vs. Phoenix Suns,http://www.ticketmaster.com/detroit-pistons-vs-phoenix-suns-detroit-michigan-11-29-2017/event/0800530F7DC11CB0,2645 Woodward,Detroit,Michigan,United States Of America,42.341089,-83.055434,America/New_York,2017-11-29,19:00:00
George Strait: Strait Down Route 66,http://www.ticketmaster.com/george-strait-strait-down-route-66-tulsa-oklahoma-06-02-2018/event/2000532B81AA73B1,200 S. Denver ,Tulsa,Oklahoma,United States Of America,36.15287358,-95.99613726,America/Chicago,2018-06-02,20:00:00
Hamilton (Touring),http://www.ticketmaster.com/hamilton-touring-san-diego-california-01-27-2018/event/0A00533D9CB32445,3rd & B St.,San Diego,California,United States Of America,32.7177942,-117.1619999,America/Los_Angeles,2018-01-27,20:00:00
Detroit Red Wings vs. Florida Panthers,http://www.ticketmaster.com/detroit-red-wings-vs-florida-panthers-detroit-michigan-01-05-2018/event/08005310FD1B4E6B,2645 Woodward,Detroit,Michigan,United States Of America,42.341089,-83.055434,America/New_York,2018-01-05,19:30:00
Washington Capitals vs. St. Louis Blues,http://www.ticketmaster.com/washington-capitals-vs-st-louis-blues-washington-district-of-columbia-01-07-2018/event/150052D69C442581,601 F Street NW,Washington,District Of Columbia,United States Of America,38.897412,-77.020029,America/New_York,2018-01-07,15:00:00
Brooklyn Nets v. Los Angeles Lakers,http://www.ticketmaster.com/brooklyn-nets-v-los-angeles-lakers-brooklyn-new-york-02-02-2018/event/0000530AC7796F96,620 Atlantic Ave,Brooklyn,New York,United States Of America,40.68350417,-73.97661659,America/New_York,2018-02-02,19:30:00
Hamilton (Touring),http://www.ticketmaster.com/hamilton-touring-seattle-washington-03-03-2018/event/0F00535AEA8E4328,911 Pine St,Seattle,Washington,United States Of America,47.6135664,-122.3319103,America/Los_Angeles,2018-03-03,14:00:00
Minnesota Wild vs. Colorado Avalanche,http://www.ticketmaster.com/minnesota-wild-vs-colorado-avalanche-saint-paul-minnesota-11-24-2017/event/060053028E6E48BC,199 Kellogg Blvd,Saint Paul,Minnesota,United States Of America,44.94489438,-93.10121819,America/Chicago,2017-11-24,15:00:00
Pittsburgh Penguins vs. Boston Bruins,http://www.ticketmaster.com/pittsburgh-penguins-vs-boston-bruins-pittsburgh-pennsylvania-01-07-2018/event/160052D68B111312,1001 Fifth Avenue,Pittsburgh,Pennsylvania,United States Of America,40.4388401,-79.9908551,America/New_York,2018-01-07,19:30:00
Washington Wizards vs. Milwaukee Bucks,http://www.ticketmaster.com/washington-wizards-vs-milwaukee-bucks-washington-district-of-columbia-01-06-2018/event/1500530EF9B93A83,601 F Street NW,Washington,District Of Columbia,United States Of America,38.897412,-77.020029,America/New_York,2018-01-06,20:00:00
Hamilton (Touring),http://www.ticketmaster.com/hamilton-touring-san-diego-california-01-10-2018/event/0A00533D9C6C2363,3rd & B St.,San Diego,California,United States Of America,32.7177942,-117.1619999,America/Los_Angeles,2018-01-10,19:00:00
Golden State Warriors vs. Los Angeles Lakers,http://www.ticketmaster.com/golden-state-warriors-vs-los-angeles-oakland-california-03-14-2018/event/1C005309C138887E,7000 Coliseum Way,Oakland,California,United States Of America,37.74691455,-122.2008533,America/Los_Angeles,2018-03-14,19:30:00
Tim McGraw & Faith Hill Soul2Soul The World Tour 2018,http://www.ticketmaster.com/tim-mcgraw-faith-hill-soul2soul-the-grand-rapids-michigan-06-07-2018/event/08005361BB4D3EB4,130 Fulton West,Grand Rapids,Michigan,United States Of America,42.962098,-85.67158,America/New_York,2018-06-07,19:30:00
Hamilton (Touring),http://www.ticketmaster.com/hamilton-touring-seattle-washington-03-10-2018/event/0F00535AEA92432A,911 Pine St,Seattle,Washington,United States Of America,47.6135664,-122.3319103,America/Los_Angeles,2018-03-10,14:00:00
Monster Jam,http://www.ticketmaster.com/monster-jam-macon-georgia-12-02-2017/event/0E005301D417AA72,200 Coliseum Drive,Macon,Georgia,United States Of America,32.844512,-83.617437,America/New_York,2017-12-02,19:00:00
Blake Shelton: Country Music Freaks Tour,http://www.ticketmaster.com/blake-shelton-country-music-freaks-tour-grand-rapids-michigan-02-22-2018/event/08005351F2435907,130 Fulton West,Grand Rapids,Michigan,United States Of America,42.962098,-85.67158,America/New_York,2018-02-22,19:00:00
Chicago Bulls V. Miami Heat,http://www.ticketmaster.com/chicago-bulls-v-miami-heat-chicago-illinois-01-15-2018/event/0400530FDA164607,1901 W Madison,Chicago,Illinois,United States Of America,41.88124412,-87.67427375,America/Chicago,2018-01-15,14:30:00
La Tocada Fest Presents,http://www.ticketmaster.com/la-tocada-fest-presents-san-jose-california-11-24-2017/event/1C00530B373023F1,290 S. 7th Street,San Jose,California,United States Of America,37.334883,-121.880651,America/Los_Angeles,2017-11-24,18:00:00
Boston Bruins vs. Florida Panthers,http://www.ticketmaster.com/boston-bruins-vs-florida-panthers-boston-massachusetts-01-04-2018/event/010052D6D7B7657D,100 Legends Way,Boston,Massachusetts,United States Of America,42.365841,-71.060724,America/New_York,2018-01-04,19:00:00
Kehlani,http://www.ticketmaster.com/kehlani-oakland-california-12-10-2017/event/1C005353A1985B3E,1807 Telegraph Ave,Oakland,California,United States Of America,37.8077176,-122.2700597,America/Los_Angeles,2017-12-10,20:00:00
Washington Wizards vs. Oklahoma City Thunder,http://www.ticketmaster.com/washington-wizards-vs-oklahoma-city-thunder-washington-district-of-columbia-01-30-2018/event/1500530EF9CC3A91,601 F Street NW,Washington,District Of Columbia,United States Of America,38.897412,-77.020029,America/New_York,2018-01-30,19:00:00
St. Louis Blues vs. Dallas Stars,http://www.ticketmaster.com/st-louis-blues-vs-dallas-stars-st-louis-missouri-12-07-2017/event/06005304B6316114,1401 Clark Ave,St Louis,Missouri,United States Of America,38.626432,-90.202617,America/Chicago,2017-12-07,19:00:00
Washington Capitals vs. Los Angeles Kings,http://www.ticketmaster.com/washington-capitals-vs-los-angeles-kings-washington-district-of-columbia-11-30-2017/event/150052D69C212547,601 F Street NW,Washington,District Of Columbia,United States Of America,38.897412,-77.020029,America/New_York,2017-11-30,19:00:00
Hamilton (Touring),http://www.ticketmaster.com/hamilton-touring-san-diego-california-01-07-2018/event/0A00533D9CC1248E,3rd & B St.,San Diego,California,United States Of America,32.7177942,-117.1619999,America/Los_Angeles,2018-01-07,13:00:00
Minnesota Wild vs. Chicago Blackhawks,http://www.ticketmaster.com/minnesota-wild-vs-chicago-blackhawks-saint-paul-minnesota-02-10-2018/event/060053028EB6496C,199 Kellogg Blvd,Saint Paul,Minnesota,United States Of America,44.94489438,-93.10121819,America/Chicago,2018-02-10,19:00:00
Monster Jam,http://www.ticketmaster.com/monster-jam-houston-texas-02-10-2018/event/3A00534DC91553F7,One NRG Park,Houston,Texas,United States Of America,29.684846,-95.407763,America/Chicago,2018-02-10,19:00:00
Hamilton (Chicago),http://www.ticketmaster.com/hamilton-chicago-chicago-illinois-02-18-2018/event/070052FD7E7322EE,18 West Monroe,Chicago,Illinois,United States Of America,41.8806877,-87.6283837,America/Chicago,2018-02-18,14:00:00
Hamilton (Touring),http://www.ticketmaster.com/hamilton-touring-seattle-washington-03-17-2018/event/0F00535AEAAE434E,911 Pine St,Seattle,Washington,United States Of America,47.6135664,-122.3319103,America/Los_Angeles,2018-03-17,20:00:00
Hamilton (NY),http://www.ticketmaster.com/hamilton-ny-new-york-new-york-12-19-2017/event/0300525BF1C390BA,226 West 46th Street,New York,New York,United States Of America,40.75920382,-73.98676323,America/New_York,2017-12-19,19:00:00
Hamilton (Chicago),http://www.ticketmaster.com/hamilton-chicago-chicago-illinois-12-12-2017/event/0700524EFCDE778B,18 West Monroe,Chicago,Illinois,United States Of America,41.8806877,-87.6283837,America/Chicago,2017-12-12,19:30:00
Detroit Pistons vs. New York Knicks,http://www.ticketmaster.com/detroit-pistons-vs-new-york-knicks-detroit-michigan-12-22-2017/event/0800530F7E0E1D00,2645 Woodward,Detroit,Michigan,United States Of America,42.341089,-83.055434,America/New_York,2017-12-22,19:00:00
Hamilton (Touring),http://www.ticketmaster.com/hamilton-touring-san-diego-california-01-11-2018/event/0A00533D9C712385,3rd & B St.,San Diego,California,United States Of America,32.7177942,-117.1619999,America/Los_Angeles,2018-01-11,19:30:00
Miami Heat vs. Dallas Mavericks,http://www.ticketmaster.com/miami-heat-vs-dallas-mavericks-miami-florida-12-22-2017/event/0D00530EE2D7C3AA,601 Biscayne Blvd,Miami,Florida,United States Of America,25.781232,-80.187805,America/New_York,2017-12-22,20:00:00
Hamilton (Touring),http://www.ticketmaster.com/hamilton-touring-san-diego-california-01-09-2018/event/0A00533D9C672360,3rd & B St.,San Diego,California,United States Of America,32.7177942,-117.1619999,America/Los_Angeles,2018-01-09,19:00:00
Hamilton (NY),http://www.ticketmaster.com/hamilton-ny-new-york-new-york-01-06-2018/event/0300525BF0528EE6,226 West 46th Street,New York,New York,United States Of America,40.75920382,-73.98676323,America/New_York,2018-01-06,20:00:00
Detroit Red Wings vs. Carolina Hurricanes,http://www.ticketmaster.com/detroit-red-wings-vs-carolina-hurricanes-detroit-michigan-02-24-2018/event/08005310FD544ED2,2645 Woodward,Detroit,Michigan,United States Of America,42.341089,-83.055434,America/New_York,2018-02-24,19:00:00
Hallmark Channel Presents Trans-Siberian Orchestra 2017,http://www.ticketmaster.com/hallmark-channel-presents-transsiberian-orchestra-2017-san-antonio-texas-12-23-2017/event/3A00530ACC3B2EE1,1 AT&T Center,San Antonio,Texas,United States Of America,29.4330386,-98.4337987,America/Chicago,2017-12-23,15:30:00
Dallas Mavericks vs. Los Angeles Lakers,http://www.ticketmaster.com/dallas-mavericks-vs-los-angeles-lakers-dallas-texas-01-13-2018/event/0C00531120A8609D,2500 Victory Avenue,Dallas,Texas,United States Of America,32.79067196,-96.81081803,America/Chicago,2018-01-13,13:00:00
Washington Wizards vs. LA Clippers,http://www.ticketmaster.com/washington-wizards-vs-la-clippers-washington-district-of-columbia-12-15-2017/event/1500530EF99B3A69,601 F Street NW,Washington,District Of Columbia,United States Of America,38.897412,-77.020029,America/New_York,2017-12-15,19:00:00
Hamilton (Touring),http://www.ticketmaster.com/hamilton-touring-seattle-washington-03-03-2018/event/0F00535AEAA64348,911 Pine St,Seattle,Washington,United States Of America,47.6135664,-122.3319103,America/Los_Angeles,2018-03-03,20:00:00
Hamilton (NY),http://www.ticketmaster.com/hamilton-ny-new-york-new-york-04-07-2018/event/03005301F6A43EE7,226 West 46th Street,New York,New York,United States Of America,40.75920382,-73.98676323,America/New_York,2018-04-07,14:00:00
Hamilton (Chicago),http://www.ticketmaster.com/hamilton-chicago-chicago-illinois-01-18-2018/event/070052FD7C741CB9,18 West Monroe,Chicago,Illinois,United States Of America,41.8806877,-87.6283837,America/Chicago,2018-01-18,19:30:00
